4.55,0.13816581666469574,MP5-SD | Kitbash (Minimal Wear)
12.41,0.027713242918252945,MAG-7 | Monster Call (Factory New)
12.41,0.02811022475361824,MAG-7 | Monster Call (Factory New)
12.41,0.02342761494219303,MAG-7 | Monster Call (Factory New)
12.41,0.026925817131996155,MAG-7 | Monster Call (Factory New)
12.41,0.020281560719013214,MAG-7 | Monster Call (Factory New)
12.41,0.023025566712021828,MAG-7 | Monster Call (Factory New)
12.42,0.028683088719844818,MAG-7 | Monster Call (Factory New)
12.42,0.027377871796488762,MAG-7 | Monster Call (Factory New)
12.48,0.06476344913244247,MAG-7 | Monster Call (Factory New)
12.5,0.06973274052143097,MAG-7 | Monster Call (Factory New)
12.5,0.055395759642124176,MAG-7 | Monster Call (Factory New)
12.5,0.06690605729818344,MAG-7 | Monster Call (Factory New)
12.52,0.029246380552649498,MAG-7 | Monster Call (Factory New)
12.53,0.026099802926182747,MAG-7 | Monster Call (Factory New)
12.54,0.03186529129743576,MAG-7 | Monster Call (Factory New)
12.6,0.037646666169166565,MAG-7 | Monster Call (Factory New)
12.71,0.03258214518427849,MAG-7 | Monster Call (Factory New)
12.71,0.0356186218559742,MAG-7 | Monster Call (Factory New)
12.87,0.0669199675321579,MAG-7 | Monster Call (Factory New)
12.87,0.06999398022890091,MAG-7 | Monster Call (Factory New)
12.87,0.06415216624736786,MAG-7 | Monster Call (Factory New)
12.87,0.055529553443193436,MAG-7 | Monster Call (Factory New)
12.88,0.06672714650630951,MAG-7 | Monster Call (Factory New)
12.88,0.0578036829829216,MAG-7 | Monster Call (Factory New)
12.88,0.06786401569843292,MAG-7 | Monster Call (Factory New)
12.88,0.05869898572564125,MAG-7 | Monster Call (Factory New)
12.88,0.06983117759227753,MAG-7 | Monster Call (Factory New)
12.88,0.06730042397975922,MAG-7 | Monster Call (Factory New)
12.88,0.06225832179188728,MAG-7 | Monster Call (Factory New)
12.88,0.06984961777925491,MAG-7 | Monster Call (Factory New)
12.88,0.06316874921321869,MAG-7 | Monster Call (Factory New)
12.88,0.051543813198804855,MAG-7 | Monster Call (Factory New)
12.88,0.06424372643232346,MAG-7 | Monster Call (Factory New)
12.88,0.053116489201784134,MAG-7 | Monster Call (Factory New)
12.88,0.062440045177936554,MAG-7 | Monster Call (Factory New)
12.88,0.056727372109889984,MAG-7 | Monster Call (Factory New)
12.88,0.06907390058040619,MAG-7 | Monster Call (Factory New)
12.88,0.05457001551985741,MAG-7 | Monster Call (Factory New)
12.88,0.06887177377939224,MAG-7 | Monster Call (Factory New)
12.88,0.06469300389289856,MAG-7 | Monster Call (Factory New)
12.88,0.06882274150848389,MAG-7 | Monster Call (Factory New)
12.88,0.06998245418071747,MAG-7 | Monster Call (Factory New)
12.88,0.06922532618045807,MAG-7 | Monster Call (Factory New)
12.88,0.06986470520496368,MAG-7 | Monster Call (Factory New)
12.88,0.06316757202148438,MAG-7 | Monster Call (Factory New)
12.88,0.06313790380954742,MAG-7 | Monster Call (Factory New)
12.88,0.06756644695997238,MAG-7 | Monster Call (Factory New)
12.88,0.062439125031232834,MAG-7 | Monster Call (Factory New)
12.88,0.06484460830688477,MAG-7 | Monster Call (Factory New)
12.88,0.06334611028432846,MAG-7 | Monster Call (Factory New)
12.88,0.06466064602136612,MAG-7 | Monster Call (Factory New)
12.88,0.06308266520500183,MAG-7 | Monster Call (Factory New)
12.88,0.06996089220046997,MAG-7 | Monster Call (Factory New)
12.99,0.027865786105394363,MAG-7 | Monster Call (Factory New)
13,0.045757703483104706,MAG-7 | Monster Call (Factory New)
13,0.0513787604868412,MAG-7 | Monster Call (Factory New)
13,0.04971303418278694,MAG-7 | Monster Call (Factory New)
13,0.04888640716671944,MAG-7 | Monster Call (Factory New)
13,0.04590999707579613,MAG-7 | Monster Call (Factory New)
13,0.06180264428257942,MAG-7 | Monster Call (Factory New)
13,0.06563985347747803,MAG-7 | Monster Call (Factory New)
13,0.06406526267528534,MAG-7 | Monster Call (Factory New)
13,0.06504634767770767,MAG-7 | Monster Call (Factory New)
13,0.02991042286157608,MAG-7 | Monster Call (Factory New)
13,0.031383201479911804,MAG-7 | Monster Call (Factory New)
13.31,0.024717573076486588,MAG-7 | Monster Call (Factory New)
13.31,0.024460673332214355,MAG-7 | Monster Call (Factory New)
13.31,0.024011896923184395,MAG-7 | Monster Call (Factory New)
13.31,0.025275513529777527,MAG-7 | Monster Call (Factory New)
13.33,0.04968021437525749,MAG-7 | Monster Call (Factory New)
13.38,0.01732058823108673,MAG-7 | Monster Call (Factory New)
13.39,0.01404171995818615,MAG-7 | Monster Call (Factory New)
13.4,0.015051854774355888,MAG-7 | Monster Call (Factory New)
13.4,0.01780533231794834,MAG-7 | Monster Call (Factory New)
13.4,0.01629631407558918,MAG-7 | Monster Call (Factory New)
13.4,0.017267469316720963,MAG-7 | Monster Call (Factory New)
13.4,0.017349746078252792,MAG-7 | Monster Call (Factory New)
13.4,0.015801945701241493,MAG-7 | Monster Call (Factory New)
13.4,0.01577659696340561,MAG-7 | Monster Call (Factory New)
13.4,0.0182920191437006,MAG-7 | Monster Call (Factory New)
13.4,0.016947271302342415,MAG-7 | Monster Call (Factory New)
13.4,0.015889735892415047,MAG-7 | Monster Call (Factory New)
13.41,0.012895832769572735,MAG-7 | Monster Call (Factory New)
13.41,0.013164252042770386,MAG-7 | Monster Call (Factory New)
13.43,0.018099559471011162,MAG-7 | Monster Call (Factory New)
13.43,0.018082138150930405,MAG-7 | Monster Call (Factory New)
13.43,0.015727471560239792,MAG-7 | Monster Call (Factory New)
13.44,0.01500795129686594,MAG-7 | Monster Call (Factory New)
13.44,0.014858282171189785,MAG-7 | Monster Call (Factory New)
13.44,0.012376448139548302,MAG-7 | Monster Call (Factory New)
13.44,0.012015976943075657,MAG-7 | Monster Call (Factory New)
13.44,0.01472307275980711,MAG-7 | Monster Call (Factory New)
13.44,0.017306232824921608,MAG-7 | Monster Call (Factory New)
13.44,0.01548686157912016,MAG-7 | Monster Call (Factory New)
13.44,0.01605793833732605,MAG-7 | Monster Call (Factory New)
13.45,0.014788937754929066,MAG-7 | Monster Call (Factory New)
13.5,0.05876685678958893,MAG-7 | Monster Call (Factory New)
13.5,0.05847892910242081,MAG-7 | Monster Call (Factory New)
13.5,0.012801584787666798,MAG-7 | Monster Call (Factory New)
13.5,0.06871874630451202,MAG-7 | Monster Call (Factory New)
13.5,0.06985992938280106,MAG-7 | Monster Call (Factory New)
13.51,0.035322003066539764,MAG-7 | Monster Call (Factory New)
13.51,0.03102404810488224,MAG-7 | Monster Call (Factory New)
13.51,0.03909125551581383,MAG-7 | Monster Call (Factory New)
13.54,0.016719641163945198,MAG-7 | Monster Call (Factory New)
13.6,0.03262918442487717,MAG-7 | Monster Call (Factory New)
13.6,0.033299390226602554,MAG-7 | Monster Call (Factory New)
13.6,0.036120884120464325,MAG-7 | Monster Call (Factory New)
13.6,0.038308825343847275,MAG-7 | Monster Call (Factory New)
13.6,0.03476155921816826,MAG-7 | Monster Call (Factory New)
13.6,0.0378401018679142,MAG-7 | Monster Call (Factory New)
13.6,0.03455033898353577,MAG-7 | Monster Call (Factory New)
13.6,0.038449183106422424,MAG-7 | Monster Call (Factory New)
13.66,0.04903413727879524,MAG-7 | Monster Call (Factory New)
13.8,0.04456561803817749,MAG-7 | Monster Call (Factory New)
13.83,0.014840368181467056,MAG-7 | Monster Call (Factory New)
13.88,0.04023796319961548,MAG-7 | Monster Call (Factory New)
13.9,0.03832481801509857,MAG-7 | Monster Call (Factory New)
13.9,0.011791706085205078,MAG-7 | Monster Call (Factory New)
14,0.030331064015626907,MAG-7 | Monster Call (Factory New)
14,0.03271358087658882,MAG-7 | Monster Call (Factory New)
14,0.06504029035568237,MAG-7 | Monster Call (Factory New)
14,0.016229024156928062,MAG-7 | Monster Call (Factory New)
14.04,0.014540118165314198,MAG-7 | Monster Call (Factory New)
14.05,0.014216003939509392,MAG-7 | Monster Call (Factory New)
14.08,0.009969161823391914,MAG-7 | Monster Call (Factory New)
14.09,0.008641517721116543,MAG-7 | Monster Call (Factory New)
14.36,0.050042372196912766,MAG-7 | Monster Call (Factory New)
14.48,0.009508955292403698,MAG-7 | Monster Call (Factory New)
14.48,0.009273619391024113,MAG-7 | Monster Call (Factory New)
14.5,0.0396205298602581,MAG-7 | Monster Call (Factory New)
15,0.06899420917034149,MAG-7 | Monster Call (Factory New)
15,0.06696337461471558,MAG-7 | Monster Call (Factory New)
15,0.06864650547504425,MAG-7 | Monster Call (Factory New)
15,0.06473557651042938,MAG-7 | Monster Call (Factory New)
15,0.06792345643043518,MAG-7 | Monster Call (Factory New)
15,0.05146937817335129,MAG-7 | Monster Call (Factory New)
15,0.06705491244792938,MAG-7 | Monster Call (Factory New)
15,0.0612335279583931,MAG-7 | Monster Call (Factory New)
15,0.057350173592567444,MAG-7 | Monster Call (Factory New)
15,0.0614229254424572,MAG-7 | Monster Call (Factory New)
15,0.031035080552101135,MAG-7 | Monster Call (Factory New)
15,0.06356015056371689,MAG-7 | Monster Call (Factory New)
15,0.01898392103612423,MAG-7 | Monster Call (Factory New)
15,0.06849775463342667,MAG-7 | Monster Call (Factory New)
15,0.06864804774522781,MAG-7 | Monster Call (Factory New)
15,0.03409593179821968,MAG-7 | Monster Call (Factory New)
15,0.0699651688337326,MAG-7 | Monster Call (Factory New)
15,0.05240105092525482,MAG-7 | Monster Call (Factory New)
15,0.05991135537624359,MAG-7 | Monster Call (Factory New)
15,0.046022720634937286,MAG-7 | Monster Call (Factory New)
15,0.030193964019417763,MAG-7 | Monster Call (Factory New)
15,0.011314362287521362,MAG-7 | Monster Call (Factory New)
15,0.014970248565077782,MAG-7 | Monster Call (Factory New)
15,0.06138709932565689,MAG-7 | Monster Call (Factory New)
15,0.0653868168592453,MAG-7 | Monster Call (Factory New)
15,0.053989458829164505,MAG-7 | Monster Call (Factory New)
15,0.01197570189833641,MAG-7 | Monster Call (Factory New)
15,0.049155343323946,MAG-7 | Monster Call (Factory New)
15,0.015470228157937527,MAG-7 | Monster Call (Factory New)
15,0.04116541147232056,MAG-7 | Monster Call (Factory New)
15.2,0.021813105791807175,MAG-7 | Monster Call (Factory New)
15.38,0.06751733273267746,MAG-7 | Monster Call (Factory New)
15.69,0.06852590292692184,MAG-7 | Monster Call (Factory New)
15.69,0.008276574313640594,MAG-7 | Monster Call (Factory New)
15.75,0.00817664060741663,MAG-7 | Monster Call (Factory New)
16,0.05330284684896469,MAG-7 | Monster Call (Factory New)
16,0.06975294649600983,MAG-7 | Monster Call (Factory New)
16,0.04833335801959038,MAG-7 | Monster Call (Factory New)
16,0.029366789385676384,MAG-7 | Monster Call (Factory New)
16,0.03284706920385361,MAG-7 | Monster Call (Factory New)
16,0.03501444309949875,MAG-7 | Monster Call (Factory New)
16,0.04546555131673813,MAG-7 | Monster Call (Factory New)
16.09,0.01986038126051426,MAG-7 | Monster Call (Factory New)
16.61,0.04287442937493324,MAG-7 | Monster Call (Factory New)
16.66,0.006514266598969698,MAG-7 | Monster Call (Factory New)
16.8,0.009887123480439186,MAG-7 | Monster Call (Factory New)
16.8,0.006452709436416626,MAG-7 | Monster Call (Factory New)
16.93,0.0045226868242025375,MAG-7 | Monster Call (Factory New)
17,0.03206399455666542,MAG-7 | Monster Call (Factory New)
17,0.05391471087932587,MAG-7 | Monster Call (Factory New)
17,0.035931296646595,MAG-7 | Monster Call (Factory New)
17,0.04807103052735329,MAG-7 | Monster Call (Factory New)
17,0.008374222554266453,MAG-7 | Monster Call (Factory New)
17.44,0.03261380270123482,MAG-7 | Monster Call (Factory New)
17.68,0.06473633646965027,MAG-7 | Monster Call (Factory New)
17.8,0.01919911615550518,MAG-7 | Monster Call (Factory New)
17.99,0.05143272504210472,MAG-7 | Monster Call (Factory New)
18,0.0481795109808445,MAG-7 | Monster Call (Factory New)
18,0.05847655609250069,MAG-7 | Monster Call (Factory New)
18,0.06966409832239151,MAG-7 | Monster Call (Factory New)
18,0.06964101642370224,MAG-7 | Monster Call (Factory New)
18,0.042706917971372604,MAG-7 | Monster Call (Factory New)
18,0.056917738169431686,MAG-7 | Monster Call (Factory New)
18,0.06400765478610992,MAG-7 | Monster Call (Factory New)
18,0.044564660638570786,MAG-7 | Monster Call (Factory New)
18,0.027491968125104904,MAG-7 | Monster Call (Factory New)
18,0.06630604714155197,MAG-7 | Monster Call (Factory New)
18,0.06745169311761856,MAG-7 | Monster Call (Factory New)
18,0.004505693446844816,MAG-7 | Monster Call (Factory New)
18,0.05204927921295166,MAG-7 | Monster Call (Factory New)
18.02,0.00407032947987318,MAG-7 | Monster Call (Factory New)
18.4,0.04446110874414444,MAG-7 | Monster Call (Factory New)
18.46,0.003476795507594943,MAG-7 | Monster Call (Factory New)
18.5,0.04338555410504341,MAG-7 | Monster Call (Factory New)
18.8,0.04797244444489479,MAG-7 | Monster Call (Factory New)
18.83,0.001276047551073134,MAG-7 | Monster Call (Factory New)
18.88,0.05638511851429939,MAG-7 | Monster Call (Factory New)
18.88,0.05767909064888954,MAG-7 | Monster Call (Factory New)
19,0.032317135483026505,MAG-7 | Monster Call (Factory New)
19,0.06978397071361542,MAG-7 | Monster Call (Factory New)
19,0.05914368852972984,MAG-7 | Monster Call (Factory New)
19.22,0.04643635079264641,MAG-7 | Monster Call (Factory New)
19.25,0.020589228719472885,MAG-7 | Monster Call (Factory New)
19.3,0.060169920325279236,MAG-7 | Monster Call (Factory New)
19.5,0.01756826601922512,MAG-7 | Monster Call (Factory New)
19.5,0.0017694527050480247,MAG-7 | Monster Call (Factory New)
19.7,0.004519593436270952,MAG-7 | Monster Call (Factory New)
19.76,0.007432166486978531,MAG-7 | Monster Call (Factory New)
19.8,0.06492143869400024,MAG-7 | Monster Call (Factory New)
19.88,0.01186632364988327,MAG-7 | Monster Call (Factory New)
19.9,0.044644150882959366,MAG-7 | Monster Call (Factory New)
19.99,0.045677218586206436,MAG-7 | Monster Call (Factory New)
19.99,0.002522737719118595,MAG-7 | Monster Call (Factory New)
19.99,0.001264140591956675,MAG-7 | Monster Call (Factory New)
20,0.045945264399051666,MAG-7 | Monster Call (Factory New)
20,0.06678158789873123,MAG-7 | Monster Call (Factory New)
20,0.0685693621635437,MAG-7 | Monster Call (Factory New)
20,0.050419267266988754,MAG-7 | Monster Call (Factory New)
20,0.044971171766519547,MAG-7 | Monster Call (Factory New)
20,0.06977032124996185,MAG-7 | Monster Call (Factory New)
20,0.04951334372162819,MAG-7 | Monster Call (Factory New)
20,0.05745137110352516,MAG-7 | Monster Call (Factory New)
20,0.06996394693851471,MAG-7 | Monster Call (Factory New)
20,0.05050485208630562,MAG-7 | Monster Call (Factory New)
20,0.06968851387500763,MAG-7 | Monster Call (Factory New)
20,0.06460021436214447,MAG-7 | Monster Call (Factory New)
20,0.059782903641462326,MAG-7 | Monster Call (Factory New)
20,0.06109075993299484,MAG-7 | Monster Call (Factory New)
20,0.03583982586860657,MAG-7 | Monster Call (Factory New)
20,0.06628792732954025,MAG-7 | Monster Call (Factory New)
20,0.023848706856369972,MAG-7 | Monster Call (Factory New)
20,0.0422411747276783,MAG-7 | Monster Call (Factory New)
20,0.06991231441497803,MAG-7 | Monster Call (Factory New)
20,0.02465127967298031,MAG-7 | Monster Call (Factory New)
20,0.012530898675322533,MAG-7 | Monster Call (Factory New)
20,0.01755812019109726,MAG-7 | Monster Call (Factory New)
20,0.008605829440057278,MAG-7 | Monster Call (Factory New)
20,0.06728177517652512,MAG-7 | Monster Call (Factory New)
20,0.057156749069690704,MAG-7 | Monster Call (Factory New)
20,0.008688773959875107,MAG-7 | Monster Call (Factory New)
20,0.025206856429576874,MAG-7 | Monster Call (Factory New)
20,0.02829141914844513,MAG-7 | Monster Call (Factory New)
20,0.036355160176754,MAG-7 | Monster Call (Factory New)
20,0.06449921429157257,MAG-7 | Monster Call (Factory New)
20,0.04105673357844353,MAG-7 | Monster Call (Factory New)
20,0.042878422886133194,MAG-7 | Monster Call (Factory New)
20,0.020111845806241035,MAG-7 | Monster Call (Factory New)
20,0.051338717341423035,MAG-7 | Monster Call (Factory New)
20,0.015979046002030373,MAG-7 | Monster Call (Factory New)
20,0.04096294194459915,MAG-7 | Monster Call (Factory New)
20,0.002261463087052107,MAG-7 | Monster Call (Factory New)
20,0.06387374550104141,MAG-7 | Monster Call (Factory New)
20,0.0074429879896342754,MAG-7 | Monster Call (Factory New)
20,0.0653938353061676,MAG-7 | Monster Call (Factory New)
20,0.06681478023529053,MAG-7 | Monster Call (Factory New)
20.5,0.00383725855499506,MAG-7 | Monster Call (Factory New)
20.8,0.04017439857125282,MAG-7 | Monster Call (Factory New)
20.8,0.0026538867969065905,MAG-7 | Monster Call (Factory New)
20.9,0.02760455757379532,MAG-7 | Monster Call (Factory New)
20.9,0.0015078979777172208,MAG-7 | Monster Call (Factory New)
21,0.06577613949775696,MAG-7 | Monster Call (Factory New)
21,0.022090749815106392,MAG-7 | Monster Call (Factory New)
21,0.05816779285669327,MAG-7 | Monster Call (Factory New)
21,0.024504924193024635,MAG-7 | Monster Call (Factory New)
21,0.037744779139757156,MAG-7 | Monster Call (Factory New)
21,0.023614244535565376,MAG-7 | Monster Call (Factory New)
21.3,0.06428469717502594,MAG-7 | Monster Call (Factory New)
21.52,0.06246422976255417,MAG-7 | Monster Call (Factory New)
22,0.038251180201768875,MAG-7 | Monster Call (Factory New)
22,0.006944321095943451,MAG-7 | Monster Call (Factory New)
22,0.0017287087393924594,MAG-7 | Monster Call (Factory New)
22,0.06605196744203568,MAG-7 | Monster Call (Factory New)
22.22,0.006168594118207693,MAG-7 | Monster Call (Factory New)
22.22,0.06999926269054413,MAG-7 | Monster Call (Factory New)
22.4,0.001409651362337172,MAG-7 | Monster Call (Factory New)
22.44,0.059517018496990204,MAG-7 | Monster Call (Factory New)
22.8,0.06847281008958817,MAG-7 | Monster Call (Factory New)
23,0.006180344149470329,MAG-7 | Monster Call (Factory New)
23,0.023625535890460014,MAG-7 | Monster Call (Factory New)
23,0.0020887991413474083,MAG-7 | Monster Call (Factory New)
23.91,0.020806213840842247,MAG-7 | Monster Call (Factory New)
24,0.0014682866167277098,MAG-7 | Monster Call (Factory New)
24.21,0.001377372071146965,MAG-7 | Monster Call (Factory New)
24.75,0.00040266430005431175,MAG-7 | Monster Call (Factory New)
24.75,0.0004408934328239411,MAG-7 | Monster Call (Factory New)
24.87,0.05085250735282898,MAG-7 | Monster Call (Factory New)
24.88,0.0023554074577987194,MAG-7 | Monster Call (Factory New)
24.99,0.0011797146871685982,MAG-7 | Monster Call (Factory New)
24.99,0.0006391190690919757,MAG-7 | Monster Call (Factory New)
25,0.03848138451576233,MAG-7 | Monster Call (Factory New)
25,0.03236132860183716,MAG-7 | Monster Call (Factory New)
25,0.06468547880649567,MAG-7 | Monster Call (Factory New)
25,0.06653576344251633,MAG-7 | Monster Call (Factory New)
25,0.06401761621236801,MAG-7 | Monster Call (Factory New)
25,0.0027793145272880793,MAG-7 | Monster Call (Factory New)
25,0.0010166374268010259,MAG-7 | Monster Call (Factory New)
25,0.007203580811619759,MAG-7 | Monster Call (Factory New)
25,0.001989176031202078,MAG-7 | Monster Call (Factory New)
25,0.04981190338730812,MAG-7 | Monster Call (Factory New)
25,0.020185261964797974,MAG-7 | Monster Call (Factory New)
25,0.001029784558340907,MAG-7 | Monster Call (Factory New)
25,0.003921124618500471,MAG-7 | Monster Call (Factory New)
25,0.00038786884397268295,MAG-7 | Monster Call (Factory New)
25.5,0.004918613936752081,MAG-7 | Monster Call (Factory New)
25.88,0.008337166160345078,MAG-7 | Monster Call (Factory New)
25.88,0.05438604950904846,MAG-7 | Monster Call (Factory New)
25.88,0.009095587767660618,MAG-7 | Monster Call (Factory New)
25.88,0.007201349828392267,MAG-7 | Monster Call (Factory New)
25.88,0.009564600884914398,MAG-7 | Monster Call (Factory New)
25.88,0.007233298849314451,MAG-7 | Monster Call (Factory New)
25.88,0.0027363428380340338,MAG-7 | Monster Call (Factory New)
25.88,0.05204663425683975,MAG-7 | Monster Call (Factory New)
